Max_accel_y,Min_accel_y,Max_gyro_y,Min_gyro_y,Period
5.458740,-3.703857,326.507568,-260.772705,        1.9615346193
1.308289,-0.538147,87.173462,-87.310791,        2.4676203728
1.705444,-0.598206,88.714600,-87.478638,        2.2264084816
5.435669,-1.803406,95.443726,-101.242065,        2.1147450209
1.082703,-0.653320,77.529907,-84.609985,        2.2937840223
4.088562,-0.757324,77.209473,-66.970825,        2.2685315609
2.143250,-0.601685,87.493896,-58.456421,        2.3318680525
2.395386,-0.920288,89.218140,-81.283569,        2.1009674072
4.364502,-1.303528,76.278687,-84.197998,        2.1630779505
