S_t,S_x
        1.7996258736,130.523682
        4.0111418962,147.460938
        6.2680448294,102.890015
        8.6730533838,91.476440
       11.0950368643,128.234863
       13.5196118355,124.740601
       16.0401479006,122.375488
       18.3581678867,126.220703
       20.7911274433,133.804321
       23.0853613615,136.962891
