T_max,Max,T_min,Min
        2.2122523785,95.062256,        1.7996258736,-95.367432
        4.4707394838,61.294556,        4.0111418962,-88.943481
        6.6800378561,85.586548,        6.9306123257,-51.895142
        9.2588043213,77.636719,        8.7215788364,-68.496704
       11.3055418730,71.807861,       11.1056408882,-54.946899
       14.0142037868,80.291748,       13.5196118355,-71.792603
       16.5803513527,96.893311,       16.0401479006,-84.930420
       18.7365533113,84.869385,       18.3581678867,-71.197510
       21.2607308626,99.090576,       20.7911274433,-85.678101
