Stride_Max,Stride_Min,Period
95.062256,-95.367432,        2.2115160227
61.294556,-88.943481,        2.2569029331
85.586548,-51.895142,        2.4050085545
77.636719,-68.496704,        2.4219834805
71.807861,-54.946899,        2.4245749712
80.291748,-71.792603,        2.5205360651
96.893311,-84.930420,        2.3180199862
84.869385,-71.197510,        2.4329595566
99.090576,-85.678101,        2.2942339182
