Stride_Max,Stride_Min,Period
362.503052,-22.491455,        2.4946045876
34.790039,-45.181274,        1.5758041143
76.828003,-58.197021,        2.2834273577
83.251953,-93.215942,        2.2838550806
89.385986,-74.432373,        2.1903824806
74.539185,-70.526123,        2.1173593998
79.208374,-76.080322,        1.9768980742
73.104858,-66.665649,        1.9283169508
97.564697,-104.324341,        1.9846349955
55.419922,-96.176147,        2.0249536037
