T_max,Max,T_min,Min
        2.5472694635,326.507568,        2.5421690941,-260.772705
        4.5431205034,87.173462,        4.0253491402,-87.310791
        6.6232370138,88.714600,        6.4929695129,-87.478638
        9.1559220552,95.443726,        8.7193779945,-101.242065
       11.2575390339,77.529907,       10.8341230154,-84.609985
       13.6625859737,77.209473,       13.1651555300,-66.970825
       15.8863995075,87.493896,       15.4326065779,-58.456421
       18.2816820145,89.218140,       17.7283066511,-81.283569
       20.0319740772,76.278687,       19.8821005821,-84.197998
