Seg0_Max,Seg0_Min,Seg1_Max,Seg1_Min,Seg2_Max,Seg2_Min,Seg3_Max,Seg3_Min,Period
1.271851,0.890991,1.227173,0.905273,1.489746,0.965149,1.895874,0.193359,44.281006,-43.487549,37.445068,-37.078857,-14.678955,-55.084229,95.977783,-111.679077,12.666188,        1.5206069946
1.769348,0.926514,1.442322,0.913147,1.739136,0.768311,1.739136,0.153442,83.282471,-33.615112,40.786743,-40.359497,14.846802,-92.575073,92.987061,-118.179321,3.414236,        1.3346670866
1.850281,0.840271,1.684753,0.840271,1.749939,1.021179,1.874451,0.197388,101.882935,-43.426514,68.771362,-81.069946,-15.350342,-142.105103,80.169678,-62.301636,1.847778,        1.3000940084
2.025146,0.874878,1.145874,0.983459,1.680908,1.024841,1.729980,0.288025,99.761963,-52.093506,6.286621,-62.667847,-7.278442,-91.171265,76.919556,-98.037720,4.273846,        1.2886168957
2.035034,0.815735,1.170593,0.974304,1.799011,0.991333,1.936340,0.249023,106.063843,-91.720581,12.817383,-76.461792,-4.150391,-104.873657,99.182129,-105.361938,5.326729,        1.2666065693
1.827576,0.869751,1.155396,0.679871,1.870422,0.998840,1.759460,-0.000549,83.786011,-53.939819,38.848877,-52.078247,4.302979,-79.269409,55.053711,-70.877075,4.570507,        1.2096240520
1.859619,0.924866,1.645752,0.915161,1.718445,0.994812,1.733276,0.171204,125.930786,-46.600342,80.596924,-54.687500,-4.074097,-93.139648,97.045898,-115.554810,1.404669,        1.2373534441
1.945496,0.709167,1.128662,0.896118,1.754700,0.978333,1.963806,-0.117004,105.560303,-72.479248,10.498047,-45.074463,4.577637,-119.186401,82.672119,-109.802246,2.951170,        1.2241898775
1.974792,0.909119,1.516113,0.763367,1.790039,1.045349,1.727966,0.191711,95.428467,-44.921875,6.484985,-49.789429,2.578735,-90.896606,81.893921,-117.034912,2.701306,        1.2840441465
1.968384,0.645081,1.081238,0.735352,1.804504,1.042419,1.767517,0.085510,86.441040,-70.846558,34.286499,-34.835815,10.086060,-95.825195,90.057373,-115.921021,0.992230,        1.2397840023
2.010315,0.939697,1.101196,0.951782,1.934326,1.047546,1.703430,0.004944,102.020264,-58.349609,6.896973,-50.613403,-19.134521,-129.547119,54.885864,-80.444336,6.259860,        1.2273759842
1.817505,0.842102,1.331726,0.944275,1.920593,1.012207,1.720642,0.201782,123.062134,-93.399048,27.069092,-41.702271,-13.732910,-92.849731,108.428955,-145.065308,2.257749,        1.2461249828
1.953003,0.917725,1.953003,0.884033,1.822998,1.004333,1.945496,0.003296,100.433350,-57.556152,-2.426147,-72.830200,20.065308,-108.367920,110.794067,-93.231201,3.181160,        1.2157744169
1.914185,0.757141,1.617737,0.816284,1.996033,1.028503,1.861450,0.198303,111.846924,-22.872925,48.156738,-36.514282,-9.078979,-105.575562,134.017944,-164.184570,1.811161,        1.2404085398
2.006653,0.913330,1.307739,0.988953,1.829773,1.021729,1.849915,0.160217,78.536987,-77.850342,48.095703,-69.091797,0.137329,-73.104858,106.369019,-99.273682,4.494576,        1.2476550341
1.989807,0.917358,1.116577,0.939148,1.869141,1.030151,1.869141,0.133301,105.895996,-57.540894,-2.670288,-52.780151,62.103271,-77.941895,74.920654,-118.942261,5.994585,        1.2510055304
1.965454,0.806580,1.103760,0.927063,1.756714,1.044800,1.786743,0.242432,74.142456,-58.227539,52.856445,-45.150757,7.141113,-78.948975,103.195190,-98.800659,1.349282,        1.3049724102
2.162476,0.908936,1.081055,0.968079,1.848267,0.976135,1.650696,0.111145,113.616943,-49.880981,3.555298,-44.784546,31.982422,-80.780029,85.647583,-112.945557,5.842289,        1.2547620535
1.928284,0.777832,1.083984,0.885132,1.670837,1.015686,1.638062,-0.078186,84.808350,-56.243896,15.304565,-30.548096,-15.090942,-74.996948,100.708008,-91.308594,7.209069,        1.3012660742
