Seg0_Max,Seg0_Min,Seg1_Max,Seg1_Min,Seg2_Max,Seg2_Min,Seg3_Max,Seg3_Min,Period
4.193481,0.362366,1.086731,0.893005,1.874634,1.004333,1.830688,0.228333,153.610229,-77.255249,11.062622,-20.355225,-2.975464,-41.900635,196.533203,-23.880005,53.326245,        1.3576111794
2.154053,0.931091,2.154053,0.754578,1.735107,1.027405,1.728333,0.368774,228.057861,-59.829712,5.722046,-51.391602,35.018921,-31.951904,175.979614,-33.401489,70.338902,        1.3945863247
2.314087,0.603333,1.059631,0.958557,1.656555,1.021729,1.615723,0.354858,170.654297,-61.828613,15.350342,-24.658203,2.059937,-19.180298,198.532104,-10.406494,61.642668,        1.3727025986
1.531494,0.901794,2.426331,0.651672,1.355713,0.981628,1.792603,-0.009521,180.709839,-10.437012,81.283569,-58.532715,-7.232666,-27.435303,119.018555,-47.729492,47.381362,        1.4264905453
1.554932,1.066956,2.899658,0.703857,1.853027,1.014038,1.561523,0.237488,257.034302,-23.345947,135.772705,-73.867798,4.562378,-40.039062,209.701538,18.234253,88.345243,        1.5448369980
1.978088,0.770325,1.075012,0.953613,1.690430,1.026123,1.510620,0.177612,205.795288,-34.957886,11.154175,-19.454956,5.538940,-36.590576,179.611206,19.958496,57.758099,        1.3882853985
1.904663,0.840088,1.063110,0.935486,1.506592,1.027588,1.441406,0.413269,262.786865,-29.724121,4.211426,-15.701294,13.702393,-17.837524,171.920776,13.702393,64.093634,        1.3838640451
1.865295,0.908203,1.065308,0.946838,1.609131,0.986755,1.632385,0.270813,214.294434,-40.466309,8.605957,-12.756348,3.921509,-28.076172,172.546387,-27.206421,65.215636,        1.3139259815
1.915100,0.842834,1.121521,0.977600,1.653992,1.005249,2.074402,0.158569,263.992310,-13.168335,30.166626,-28.457642,-0.930786,-28.594971,150.024414,-28.594971,56.058838,        1.2523145676
1.633118,1.002686,3.098694,0.291321,1.582031,1.010193,2.137939,0.063538,275.527954,22.979736,133.041382,-65.322876,-9.384155,-35.324097,178.314209,-52.734375,80.142657,        1.3955744505
1.613159,1.110718,2.548096,0.583008,1.502563,1.022278,2.056274,0.154907,199.829102,0.442505,118.850708,-38.558960,12.084961,-19.424438,200.454712,-42.831421,64.752323,        1.3456505537
2.794556,0.662842,1.040771,0.946289,1.494873,1.003967,1.524902,0.466553,94.680786,-141.204834,-7.690430,-28.167725,-26.199341,-203.109741,1.785278,-249.053955,84.668748,        1.3519679308
3.639221,0.457397,1.030884,0.948303,1.650513,0.999023,1.443970,0.096313,84.487915,-112.075806,-8.392334,-27.481079,-28.854370,-156.234741,19.424438,-299.530029,74.787806,        1.2314810753
2.195618,0.880920,1.044983,0.972473,1.480225,1.024109,1.552002,0.320251,71.136475,-84.548950,13.259888,-29.876709,-27.801514,-177.795410,5.844116,-252.471924,71.839469,        1.3522360325
2.583984,0.316589,1.038940,0.961121,1.564270,1.022278,1.422363,0.146301,147.628784,-104.415894,0.305176,-23.986816,-19.470215,-195.312500,7.400513,-278.427124,73.036098,        1.2883439064
2.740723,0.498230,1.058716,0.971558,1.613708,1.007996,1.475464,0.200317,131.256104,-128.112793,8.224487,-35.049438,-32.470703,-157.272339,6.881714,-258.087158,65.490720,        1.2253736258
1.776855,0.877075,1.041687,0.938232,1.795532,0.961121,1.552368,0.065552,107.376099,-135.604858,-4.302979,-45.257568,-26.977539,-136.672974,4.516602,-291.168213,73.268469,        1.2142778635
2.370300,0.699646,1.025757,0.978149,1.576721,1.018982,1.497437,0.052734,103.683472,-96.847534,0.411987,-29.541016,-17.211914,-213.775635,36.514282,-261.184692,72.054791,        1.2472361326
2.351807,0.578613,1.032898,0.984375,1.532410,1.027039,1.579651,0.039551,79.483032,-160.186768,-6.057739,-28.915405,-23.834229,-175.155640,39.855957,-283.508301,83.516550,        1.2480698824
2.939392,0.582275,1.045349,0.971924,1.518677,1.027222,1.491760,0.179443,101.272583,-196.517944,1.220703,-28.503418,-28.808594,-193.496704,7.690430,-267.822266,76.147341,        1.2465156317
3.476440,0.694702,1.086731,0.957275,1.460083,1.047913,1.476013,0.137878,65.414429,-200.088501,-7.354736,-26.275635,-19.836426,-208.053589,34.774780,-262.420654,83.740568,        1.3035149574
3.049255,0.599670,1.094971,0.907104,1.487732,1.035095,1.484802,0.155273,153.045654,-137.573242,15.930176,-55.175781,-28.244019,-216.934204,29.830933,-266.860962,69.437945,        1.2107584476
