S_i,S_t,S_x
288,        0.7661914825,240.585327
774,        2.0605798960,235.107422
1005,        2.6756364107,79.620361
1270,        3.3802864552,248.992920
1433,        3.8152568340,92.376709
1490,        3.9679548740,77.453613
1774,        4.7260187864,263.259888
1942,        5.1742963791,90.835571
1965,        5.2355704308,100.219727
2253,        5.9994823933,230.285645
