P_t,P_x,T_t,T_p
        3.3724235296,0.199219,        2.2036695480,-2.428345
        5.6024920940,0.365845,        4.1608744860,-1.395264
        7.6958354712,0.377747,        6.2661573887,-2.158447
        9.7434225082,0.463806,        8.3100495338,-1.659851
       11.7289304733,0.336731,       10.3362190723,-1.043518
       13.5795505047,0.205994,       12.3034834862,-1.439026
       15.5293190479,0.257263,       14.2338684797,-1.380066
       17.5560429096,0.361267,       16.2114435434,-1.241638
       19.4540235996,0.463074,       18.1691145897,-1.421997
       19.9606840611,0.416382,       19.4925279617,-0.591980
       21.6929255724,0.661377,       20.0176689625,-2.251648
       23.4480024576,0.231262,       21.7416590452,-1.475464
       24.8113350868,0.282715,       23.5920385122,-2.007935
       26.5547404289,0.270264,       25.4248130322,-0.798157
       28.5990664959,0.374451,       27.2742829323,-1.041321
       29.1554015875,0.412537,       28.6466705799,-0.930359
       30.8198360205,0.542358,       29.2133464813,-1.426575
       32.0942800045,0.320068,       30.8969005346,-1.192383
       34.2689595222,0.410706,       32.7078970671,-1.182678
       36.0696440935,0.294067,       34.3741675615,-1.231384
       37.3251835108,0.216797,       36.1471040249,-1.172058
       39.1863545179,0.143005,       37.9302000999,-1.011292
       41.0572810173,0.206726,       39.8086580038,-0.932739
       42.9444584846,0.292786,       41.7095659971,-0.942078
       44.8632414341,0.215149,       43.5985920429,-1.435730
       46.5205594301,0.175049,       45.5170024633,-1.627075
       47.1938340664,0.246643,       46.6769369841,-0.830200
       48.4378130436,0.309631,       47.2708274126,-1.339050
       50.1638245583,0.195374,       49.0632735491,-1.478394
       52.0608609915,0.432129,       50.8449125290,-1.412109
       52.5968544483,0.243896,       52.1098470688,-0.854004
       53.9226400852,0.307617,       52.6650085449,-1.501831
       55.7808190584,0.293518,       54.5554289818,-2.144165
       57.6226150990,0.339844,       56.3766020536,-1.295105
       59.5698986053,0.293884,       58.2855240107,-1.714966
       60.0874379873,0.299194,       59.6206945181,-0.736816
       61.3156105280,0.444214,       60.1464880705,-1.235962
       61.7912770510,0.268616,       61.3721104860,-0.761536
       63.1375060081,0.260376,       61.9271320105,-1.993652
       65.2698254585,0.773987,       63.9730424881,-2.507446
       67.1020239592,0.443298,       65.9507329464,-2.149475
       68.9233704805,0.292603,       67.7437449694,-1.558044
       71.0950239897,0.357422,       69.6135985851,-1.282654
       73.2193194628,0.141357,       71.8352500200,-1.023193
,,,       73.9481109381,-1.816589
