timestamp_before, timestamp_after, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
1491873282.378783, 1491873282.381168, -0.123596, +1.265442, -0.182922, -1.953125, -0.030518, +0.869751
1491873282.381517, 1491873282.383817, -0.123596, +1.265442, -0.182922, -1.953125, -0.030518, +188.369751
1491873282.384083, 1491873282.386377, -0.097961, +0.993347, -0.135681, -24.017334, -481.521606, +188.842773
1491873282.386645, 1491873282.389041, -0.097961, +0.993347, -0.135681, -24.017334, -481.521606, -186.157227
1491873282.389308, 1491873282.391686, -0.097961, +0.993347, -0.135681, +16.220093, +480.529785, -186.386108
1491873282.391953, 1491873282.394250, -0.097961, +0.993347, -0.135681, +16.220093, +480.529785, -186.386108
1491873282.394519, 1491873282.396815, -0.096130, +1.025024, -0.147400, -2.563477, -0.213623, +1.037598
1491873282.397076, 1491873282.399401, -0.096130, +1.025024, -0.147400, -2.563477, -0.213623, +1.037598
1491873282.399659, 1491873282.402015, -0.096130, +1.025024, -0.147400, -2.624512, -0.427246, +0.823975
1491873282.402274, 1491873282.404572, -0.096130, +1.025024, -0.147400, -2.624512, -0.427246, +0.823975
1491873282.404829, 1491873282.407124, -0.090454, +1.023010, -0.147583, -2.639771, +0.000000, +1.083374
1491873282.407381, 1491873282.409682, -0.090454, +1.023010, -0.147583, -2.639771, +0.000000, +1.083374
1491873282.409939, 1491873282.412377, -0.090454, +1.023010, -0.147583, -2.288818, +0.350952, +1.068115
1491873282.412637, 1491873282.414928, -0.090454, +1.023010, -0.147583, -2.288818, +0.350952, +1.068115
1491873282.415185, 1491873282.417485, -0.093201, +1.028137, -0.144836, -1.907349, -0.076294, +1.296997
1491873282.417743, 1491873282.420038, -0.093201, +1.028137, -0.144836, -1.907349, -0.076294, +1.296997
1491873282.420466, 1491873282.422763, -0.093201, +1.028137, -0.144836, -2.227783, -0.305176, +1.235962
1491873282.423019, 1491873282.425321, -0.093201, +1.028137, -0.144836, -2.227783, -0.305176, +1.235962
1491873282.425580, 1491873282.427874, -0.096497, +1.027222, -0.136780, -2.380371, -0.549316, +1.296997
1491873282.428132, 1491873282.430487, -0.096497, +1.027222, -0.136780, -2.380371, -0.549316, +1.296997
1491873282.430744, 1491873282.433038, -0.096497, +1.027222, -0.136780, -2.029419, -0.442505, +1.373291
1491873282.433297, 1491873282.435593, -0.096497, +1.027222, -0.136780, -2.029419, -0.442505, +1.373291
1491873282.435851, 1491873282.438147, -0.097595, +1.023376, -0.137878, -2.136230, -0.411987, +1.693726
1491873282.438404, 1491873282.440708, -0.097595, +1.023376, -0.137878, -2.136230, -0.411987, +1.693726
1491873282.440965, 1491873282.443265, -0.097595, +1.023376, -0.137878, -1.770020, -0.244141, +1.251221
1491873282.443524, 1491873282.445825, -0.097595, +1.023376, -0.184753, -1.770020, -0.244141, +1.251221
1491873282.446082, 1491873282.448376, -0.095581, +1.022095, -0.141357, -2.304077, -0.259399, +1.510620
1491873282.448633, 1491873282.450943, -0.095581, +1.022095, -0.141357, -2.304077, -0.259399, +1.510620
1491873282.451201, 1491873282.453500, -0.095581, +1.022095, -0.141357, -1.907349, +0.183105, +1.495361
1491873282.453757, 1491873282.456140, -0.095581, +1.022095, -0.142273, -1.907349, +0.183105, +1.495361
1491873282.456398, 1491873282.458704, -0.092468, +1.022278, -0.142273, -2.136230, +0.167847, +1.312256
1491873282.458962, 1491873282.461456, -0.092468, +1.022278, -0.142273, -2.136230, +0.167847, +1.312256
1491873282.461719, 1491873282.464132, -0.092468, +1.022278, -0.142273, -2.410889, +0.137329, +1.449585
1491873282.464395, 1491873282.466804, -0.092468, +1.025391, -0.146301, -2.410889, +0.137329, +1.449585
1491873282.467069, 1491873282.469477, -0.091370, +1.025391, -0.146301, -2.471924, +0.122070, +1.525879
1491873282.469742, 1491873282.472229, -0.091370, +1.025391, -0.146301, -2.471924, +0.122070, +1.525879
1491873282.472494, 1491873282.474878, -0.091370, +1.025391, -0.146301, -1.907349, +0.183105, +0.961304
1491873282.475141, 1491873282.477636, -0.092102, +1.026306, -0.140625, -1.907349, +0.183105, +0.961304
1491873282.477899, 1491873282.480294, -0.092102, +1.026306, -0.140625, -2.212524, +0.305176, +0.732422
1491873282.480820, 1491873282.483236, -0.092102, +1.026306, -0.140625, -2.212524, +0.305176, +0.732422
1491873282.483502, 1491873282.485915, -0.092102, +1.026306, -0.140625, -2.090454, +0.183105, +0.762939
1491873282.486181, 1491873282.488590, -0.093567, +1.027771, -0.143555, -2.090454, +0.183105, +0.762939
1491873282.488855, 1491873282.491410, -0.093567, +1.027771, -0.143555, -2.029419, +0.152588, +1.403809
1491873282.491675, 1491873282.494089, -0.093567, +1.027771, -0.143555, -2.029419, +0.152588, +1.403809
1491873282.494355, 1491873282.496761, -0.093567, +1.027771, -0.146301, -2.059937, +0.106812, +1.403809
1491873282.497025, 1491873282.499432, -0.087341, +1.025024, -0.146301, -2.059937, +0.106812, +1.403809
1491873282.499698, 1491873282.502055, -0.087341, +1.025024, -0.146301, -2.197266, -0.045776, +1.220703
1491873282.502313, 1491873282.504609, -0.087341, +1.025024, -0.146301, -2.197266, -0.045776, +1.220703
1491873282.504866, 1491873282.507162, -0.087341, +1.025024, -0.139526, -2.288818, -0.198364, +1.144409
1491873282.507419, 1491873282.509719, -0.093933, +1.027222, -0.139526, -2.288818, -0.198364, +1.144409
1491873282.509975, 1491873282.512279, -0.093933, +1.027222, -0.139526, -2.014160, +0.061035, +1.129150
1491873282.512536, 1491873282.514832, -0.093933, +1.027222, -0.139526, -2.014160, +0.061035, +1.129150
1491873282.515090, 1491873282.517386, -0.093933, +1.027222, -0.148132, -1.815796, -0.152588, +1.266479
1491873282.517643, 1491873282.519942, -0.090271, +1.022644, -0.148132, -1.815796, -0.152588, +1.266479
1491873282.520198, 1491873282.522502, -0.090271, +1.022644, -0.148132, -2.532959, -0.152588, +0.946045
1491873282.522761, 1491873282.525056, -0.090271, +1.022644, -0.148132, -2.532959, -0.152588, +0.946045
1491873282.525313, 1491873282.527613, -0.090271, +1.025940, -0.143372, -2.380371, -0.122070, +1.235962
1491873282.527872, 1491873282.530273, -0.091553, +1.025940, -0.143372, -2.380371, -0.122070, +1.235962
1491873282.530551, 1491873282.532864, -0.091553, +1.025940, -0.143372, -2.120972, +0.122070, +0.595093
1491873282.533126, 1491873282.535423, -0.091553, +1.025940, -0.143372, -2.120972, +0.122070, +0.595093
1491873282.535683, 1491873282.537985, -0.091553, +1.029236, -0.137512, -2.273560, +0.030518, +0.534058
1491873282.538242, 1491873282.540717, -0.088989, +1.029236, -0.137512, -2.273560, +0.030518, +0.534058
1491873282.540991, 1491873282.544565, -0.088989, +1.029236, -0.137512, -2.807617, -0.183105, +0.854492
1491873282.544855, 1491873282.547280, -0.088989, +1.029236, -0.184387, -2.807617, -0.183105, +1.007080
1491873282.547544, 1491873282.549950, -0.089355, +1.023926, -0.144104, -2.548218, +0.274658, +1.007080
1491873282.550218, 1491873282.552515, -0.089355, +1.023926, -0.144104, -2.548218, +0.274658, +0.640869
1491873282.552776, 1491873282.555075, -0.089355, +1.023926, -0.144104, -2.426147, +0.411987, +0.640869
1491873282.555333, 1491873282.557810, -0.089355, +1.023926, -0.145569, -2.426147, +0.411987, +0.534058
1491873282.558068, 1491873282.560500, -0.094849, +1.030334, -0.145569, -2.578735, +0.045776, +0.534058
1491873282.560766, 1491873282.563158, -0.094849, +1.030334, -0.145569, -2.578735, +0.045776, +0.717163
1491873282.563423, 1491873282.565901, -0.094849, +1.030334, -0.145569, -2.670288, +0.030518, +0.717163
1491873282.566178, 1491873282.568578, -0.094849, +1.028687, -0.143005, -2.670288, -0.137329, +1.129150
1491873282.568843, 1491873282.571930, -0.102539, +1.028687, -0.143005, -2.075195, -0.137329, +1.129150
1491873282.572190, 1491873282.574491, -0.102539, +1.028687, -0.143005, -1.968384, -0.076294, +0.869751
1491873282.574750, 1491873282.577048, -0.102539, +1.028687, -0.143005, -1.968384, -0.076294, +0.869751
1491873282.577307, 1491873282.579609, -0.102539, +1.028320, -0.137512, -1.983643, -0.076294, +1.174927
1491873282.579866, 1491873282.582353, -0.102539, +1.028320, -0.137512, -1.983643, -0.076294, +1.174927
