P_t,P_x,T_t,T_p
        0.0116784573,345.230103,        0.0065480471,-360.671997
        1.8516820669,117.828369,        0.8777910471,-14.938354
        2.5062830448,65.277100,        2.2299549580,-118.103027
        4.0820871592,125.823975,        2.9168400764,-56.365967
        4.6905070543,55.206299,        4.4626051188,-126.831055
        6.3655145168,132.095337,        5.2398695946,-57.159424
        7.0031605959,43.594360,        6.7534530163,-134.323120
        8.6493695974,131.195068,        7.5503240824,-61.157227
        9.2469365597,59.600830,        9.0930545330,-134.780884
       10.8397520781,105.270386,        9.7410449982,-55.816650
       11.5366106033,50.811768,       11.2497100830,-124.130249
       12.9571114779,111.328125,       11.9426980019,-36.926270
       13.5278530121,72.326660,       13.3710415363,-135.482788
       14.9340095520,130.065918,       14.0037465096,-42.846680
       15.4722986221,69.061279,       15.3052279949,-138.122559
       16.8623265028,128.936768,       15.9712195396,-45.272827
       17.4396414757,90.103149,       17.2566190958,-140.197754
       18.8469614983,123.901367,       17.9015425444,-42.404175
       19.4294370413,53.588867,       19.2482645512,-136.322021
       20.8719151020,124.923706,       19.8228750229,-43.670654
       21.5365051031,70.449829,       21.2872306108,-155.685425
