P_t,P_x,T_t,T_p
        0.0116784573,-0.214050,        0.0065480471,-0.266052
        0.0400121212,-0.210022,        0.0245959759,-0.222290
        0.1063650846,-0.214966,        0.0846090317,-0.212769
        0.1404255629,-0.217163,        0.1300370693,-0.209106
        0.1743800640,-0.215515,        0.1507140398,-0.207275
        0.3012235165,-0.233459,        0.1910545826,-0.221375
        0.3411509991,-0.185852,        0.3331454992,-0.186951
        0.4175640345,-0.193726,        0.3777971268,-0.203796
        0.4625650644,-0.243713,        0.4389940500,-0.205078
        0.5074609518,-0.198120,        0.4839044809,-0.183105
        0.6004530191,-0.198669,        0.5343680382,-0.200684
        0.6166020632,-0.193909,        0.6112201214,-0.193909
        0.6327465773,-0.206177,        0.6273300648,-0.182922
        0.6559165716,-0.180908,        0.6454850435,-0.220642
        0.7675105333,-0.181458,        0.7171194553,-0.199951
        0.7938026190,-0.176514,        0.7834534645,-0.195190
        0.9659310579,-0.202148,        0.8777910471,-0.132568
        0.9869760275,-0.188599,        0.9764264822,-0.180359
        1.0321764946,-0.200134,        0.9896630049,-0.210022
        1.1282460690,-0.191162,        1.0776485205,-0.172119
        1.1706500053,-0.218994,        1.1333525181,-0.191162
        1.2501626015,-0.178894,        1.2050160170,-0.136780
        1.3221595287,-0.185669,        1.2927750349,-0.130371
        1.3543075323,-0.116272,        1.3275520802,-0.185669
        1.4143445492,-0.135681,        1.3876950741,-0.145569
        1.4940176010,-0.104004,        1.4250684977,-0.107849
        1.5535534620,-0.186584,        1.5044674873,-0.125061
        1.5698620081,-0.175781,        1.5589275360,-0.211487
        1.6088626385,-0.310547,        1.5827225447,-0.228882
        1.8516820669,-0.223572,        1.6581335068,-0.355774
        1.8597431183,-0.134766,        1.8543740511,-0.223572
        1.8863414526,0.116821,        1.8705589771,0.007141
        2.0012556314,-0.097229,        1.9985334873,-0.140076
        2.2089010477,0.428284,        2.2035285234,0.388367
        2.4181880951,0.307800,        2.2299549580,0.343323
        2.5062830448,3.920837,        2.4849494696,-0.099976
        2.5668979883,0.217712,        2.5405344963,-0.684448
        2.5803345442,0.313843,        2.5749610662,0.311462
        2.7023329735,0.085510,        2.6969325542,0.109863
        2.7577080727,0.093567,        2.7523380518,0.093567
        2.8186490536,0.033142,        2.8132830858,-0.074707
        2.9408226013,-0.065552,        2.9168400764,-0.034424
