S_t,S_x
        0.0116784573,345.230103
        2.5062830448,65.277100
        4.0820871592,125.823975
        6.3655145168,132.095337
        8.6493695974,131.195068
       10.8397520781,105.270386
       12.9571114779,111.328125
       14.9340095520,130.065918
       16.8623265028,128.936768
       18.8469614983,123.901367
       20.8719151020,124.923706
