P_t,P_x,T_t,T_p
       10.5909298658,-0.349548,       10.4924234152,-0.122864
       10.6649148464,0.004395,       10.6595588923,0.009155
       10.7310688496,-0.126526,       10.7259703875,-0.032776
       10.8252259493,-0.216431,       10.8199309111,-0.216431
       10.8409239054,-0.170105,       10.8357839584,-0.186951
       11.0950368643,0.256531,       10.8516303301,-0.161133
       11.2468513250,-0.154724,       11.2414919138,-0.201599
       11.5684899092,0.435608,       11.4832863808,0.236755
       11.7064548731,0.591797,       11.5738723278,0.435608
       11.7676334381,0.146301,       11.7386344671,-0.861145
       11.8286418915,-0.104736,       11.8125568628,-0.035889
       11.9400113821,0.085327,       11.9373229742,0.067383
       11.9932359457,0.026733,       11.9878658056,0.026733
       12.1171733141,0.053833,       12.1118063927,0.065369
       12.1441988945,-0.079102,       12.1334444284,-0.031860
       12.2368214130,-0.012817,       12.2205748558,-0.034790
       12.2982573509,-0.123779,       12.2554228306,-0.104004
       12.3328489065,-0.179626,       12.3112438917,-0.091187
       12.3592728376,-0.061340,       12.3435863256,-0.150513
       12.3834663630,-0.041565,       12.3699518442,-0.048523
       12.4201328754,-0.219177,       12.3996244669,-0.199219
       12.4497493505,-0.107117,       12.4308229685,-0.166809
       12.4815495014,-0.153076,       12.4656603336,-0.125610
       12.5084098577,-0.149597,       12.4922869205,-0.176880
       12.5718908310,-0.216248,       12.5267294645,-0.141541
       12.5825458765,-0.163147,       12.5772199631,-0.216248
       12.6883924007,-0.178345,       12.5985429287,-0.133667
       12.7150293589,-0.244080,       12.6937603951,-0.178345
       12.8084318638,-0.145935,       12.7923318148,-0.156921
       12.8909344673,-0.162598,       12.8267863989,-0.103455
       13.0019924641,-0.113892,       12.9195538759,-0.121765
       13.0315109491,-0.117737,       13.0208023787,-0.142822
       13.1527513266,-0.141357,       13.0816859007,-0.092468
       13.1737414598,-0.067749,       13.1633744240,-0.077087
       13.2138358355,-0.173218,       13.1922428608,-0.124146
       13.2590113878,-0.101807,       13.2536438704,-0.101807
       13.5196118355,0.128540,       13.2800713778,-0.134033
       13.7245953083,0.107300,       13.7194184065,0.107300
       14.1286828518,0.330872,       13.9288363457,0.353760
       14.1605113745,2.770203,       14.1394413710,0.502258
       14.2268574238,0.427368,       14.1896283627,-1.255737
       14.2456748486,0.279236,       14.2402977943,0.408325
       14.2880989313,0.006592,       14.2773648500,-0.067749
       14.3216458559,-0.032043,       14.3113903999,0.040833
       14.3456904888,0.011169,       14.3379883766,-0.067932
       14.4062354565,0.041931,       14.3899943829,0.076172
       14.5170832872,0.066467,       14.5119863749,0.090637
       14.7645723820,0.053467,       14.7486354113,0.045044
       14.7723103762,-0.027283,       14.7671184540,0.053467
       14.7991614342,-0.067932,       14.7830493450,-0.078003
       14.9110983610,-0.130188,       14.8151018620,-0.034424
       14.9318277836,-0.193726,       14.9213738441,-0.197021
       15.1427193880,-0.134216,       14.9426059723,-0.042297
       15.1765943766,-0.102905,       15.1584633589,-0.153076
       15.2209258080,-0.108948,       15.1873289347,-0.154724
       15.3187624216,-0.119568,       15.2880399227,-0.111328
       15.3322653770,-0.011902,       15.3268593550,-0.152527
       15.4094649553,-0.109680,       15.3964613676,-0.114990
       15.4907274246,-0.090637,       15.4376579523,-0.085510
       15.6151958704,-0.144287,       15.4961124659,-0.090637
       15.6310254335,-0.095032,       15.6256543398,-0.095032
       15.6971489191,-0.091370,       15.6918613911,-0.069763
       15.7424494028,-0.015198,       15.7370413542,-0.043579
       16.0401479006,0.216797,       15.7638897896,-0.088623
       16.2079387903,-0.182922,       16.2025699615,-0.229797
       16.3355369568,0.001282,       16.3301353455,0.010071
       16.4741883278,0.621643,       16.4180488586,0.262390
       16.5883688927,0.944458,       16.4795694351,0.621643
       16.6495099068,0.125610,       16.6226629019,-0.782593
       16.7049368620,-0.024719,       16.6732383966,0.096313
       16.7659623623,0.027832,       16.7554852962,0.038452
       16.7956498861,0.013367,       16.7821054459,0.039917
       16.8112193346,0.006042,       16.8009804487,0.013367
       16.8510214090,0.075073,       16.8456538916,0.097412
       17.2391469479,-0.029297,       17.2096308470,0.030945
       17.2762569189,-0.038818,       17.2445274591,-0.131653
       17.4866703749,-0.204346,       17.2869969606,-0.065918
       17.5711408854,-0.070862,       17.5212168694,-0.094116
       17.6270298958,-0.101440,       17.6161993742,-0.108215
       17.7040714025,-0.129639,       17.6537319422,-0.068481
       17.8102209568,-0.104919,       17.8025648594,-0.104370
       17.9429439306,-0.079468,       17.8257789612,-0.070679
       17.9907809496,-0.108032,       17.9854123592,-0.097229
       18.0572723150,-0.188782,       18.0198504925,-0.097778
       18.3581678867,0.112427,       18.1022433043,-0.179443
       18.4751279354,-0.048706,       18.4697248936,-0.117371
       18.6913428307,0.068848,       18.6859524250,0.062988
       18.7392388582,0.288757,       18.6967353821,0.068848
       18.9386523962,0.744141,       18.7526342869,0.350647
       18.9890068769,-0.108032,       18.9675943851,-0.882568
       19.1792013645,0.129272,       19.1738684177,0.090820
       19.2501274347,0.035706,       19.2393842936,0.113708
       19.2845064402,0.097412,       19.2791739702,0.097778
       19.3345308304,0.057495,       19.3318364620,0.057495
       19.4174723625,0.103271,       19.4121059179,0.103271
       19.5608104467,-0.047607,       19.5101773739,0.023071
       19.5818223953,-0.058228,       19.5715123415,-0.039001
       19.7276258469,-0.140076,       19.5895498991,-0.078003
       19.7491949797,-0.141724,       19.7384203672,-0.133484
       19.7890108824,-0.163330,       19.7543668747,-0.141724
       19.8661389351,-0.169556,       19.7941994667,-0.163330
       19.8871663809,-0.168823,       19.8766068220,-0.169006
       19.9432373047,-0.155457,       19.8978893757,-0.152710
       19.9830418825,-0.190430,       19.9539654255,-0.131287
       20.0309534073,-0.123962,       19.9884089231,-0.190430
       20.0470788479,-0.142273,       20.0417069197,-0.142273
       20.1265144348,-0.124695,       20.1160694361,-0.143372
       20.2492023706,-0.136047,       20.1930572987,-0.124695
       20.3476134539,-0.168274,       20.2653174400,-0.150513
       20.4245944023,-0.262939,       20.3927429914,-0.119202
       20.4698498249,-0.177979,       20.4541759491,-0.094299
       20.7911274433,0.108215,       20.5257464647,-0.184387
       20.8753569126,-0.086975,       20.8699682951,-0.086975
       21.0136969090,-0.129089,       21.0084604025,-0.135315
       21.3356403112,0.425903,       21.1626439095,0.305054
       21.3782368898,0.101074,       21.3409839869,0.425903
       21.4180818796,0.753113,       21.3890138865,0.018311
       21.4741059542,0.112427,       21.4498559237,-0.615417
       21.4846954346,0.214600,       21.4794758558,0.112427
       21.5352053642,-0.103271,       21.5220124722,-0.112793
       21.8272634745,-0.036621,       21.8057749271,0.032593
       21.8879729509,-0.001465,       21.8718752861,0.014832
       22.0043883324,-0.081665,       21.9063568115,-0.029480
       22.0228579044,-0.060059,       22.0174558163,-0.060059
       22.0390018225,-0.141907,       22.0282229185,-0.094666
       22.0888093710,-0.109314,       22.0492783785,-0.075623
       22.1392073631,-0.087891,       22.1257523298,-0.070312
       22.1547548771,-0.145935,       22.1443793774,-0.114807
       22.1761063337,-0.060791,       22.1654119492,-0.104736
       22.2476934195,-0.140991,       22.1945323944,-0.086792
       22.3934888840,-0.089722,       22.2611368895,-0.107666
       22.4311929941,-0.119019,       22.4205002785,-0.065918
       22.5028579235,-0.023254,       22.4919989109,0.013916
       22.5318439007,-0.081848,       22.5162653923,-0.244080
       22.5984748602,-0.089172,       22.5823544264,-0.078003
       22.7134559155,-0.166443,       22.6093498468,-0.090088
       22.7371493578,-0.154358,       22.7214593887,-0.152710
       22.7745944262,-0.232727,       22.7640578747,-0.170654
       22.7877234221,-0.276123,       22.7823538780,-0.232727
       22.8092123270,-0.236206,       22.7984689474,-0.240601
       22.8252249956,-0.247742,       22.8146898746,-0.270081
       23.0853613615,0.212219,       22.8303538561,-0.247742
       23.1867824793,-0.190979,       23.1814053059,-0.214600
       23.5140894651,0.276306,       23.4641067982,0.243347
       23.6581308842,0.347351,       23.5191973448,0.276306
       23.7005003691,0.112061,       23.6633803844,0.304504
       23.7400283813,1.101196,       23.7189918756,0.536316
       23.8067183495,0.073242,       23.7668738365,-0.602600
       24.0620368719,0.040283,       24.0512863398,0.069946
       24.1390188932,0.038086,       24.1336604357,0.070496
       24.3986269236,-0.034241,       24.3506143093,0.044495
       24.4120523930,-0.043213,       24.4094383717,-0.043213
       24.5763618946,-0.126709,       24.4171569347,-0.043213
       24.6312253475,-0.106384,       24.6260772943,-0.106384
       24.7221764326,-0.095215,       24.6766413450,-0.063171
       24.7776678801,-0.128906,       24.7427494526,-0.104187
       24.8387434483,-0.129456,       24.8306988478,-0.123230
       24.8866568804,-0.138245,       24.8549269438,-0.180542
       24.9268158674,-0.223755,       24.9163513184,-0.143188
       25.0494053364,-0.287659,       24.9427382946,-0.244812
,,,       25.1157133579,-0.123596
