S_t,S_x
        2.0638145208,124.130249
        4.0253491402,120.285034
        6.4929695129,133.392334
        8.7193779945,120.040894
       10.8341230154,120.620728
       13.1279070377,101.837158
       15.3964385986,104.202271
       17.7283066511,130.523682
       19.8292740583,102.294922
       21.9923520088,112.762451
